"","01","02","04","05","06","08","09","10","11","12","13","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","44","45","46","47","48","49","50","51","53","54","55","56","60","66","69","72","78"
"01",0,72.5803828484729,24.883043939442,5.99463823483119,33.0823259092419,19.7225913876701,16.6362840194949,12.9084020121818,11.5620268077357,5.96745846125467,3.38126262193577,70.6433526287152,30.1514223343742,7.6484545749648,7.13579659318425,11.4311488521933,12.8790978229766,4.97622667787551,5.47438918580877,21.6350842272292,11.8281084446542,17.7468247480077,11.6369452167225,15.4530938875877,2.83907376688244,7.83904574524222,26.8970580558116,15.6478266029152,30.5420914333073,18.7396587559326,14.2365681364049,19.3502019292048,15.2009932556692,7.93962641404493,20.0205510739964,8.51529067637741,11.0397710416929,35.5185213773899,12.115432161966,17.6660882017186,6.03681025152356,17.7541500669111,3.0875329206504,12.5998034579632,25.6951207273696,18.1078316621787,9.28763538824602,36.6419823949592,8.53306814364563,12.2644059483735,23.101442253472,95.8870439674313,232.699092782005,232.699092782005,25.0350080341349,26.5525500774464
"02",72.5803828484729,0,50.4307987417382,66.6116591667315,42.3511504291489,53.07909802184,82.669098192102,80.7809337799682,79.3766666266133,78.2780560921035,75.6984163196272,44.1822078819529,42.5023220774689,67.5189509900176,70.3100431930062,62.7838455099407,59.7020054056353,72.0831724106986,68.7347894629277,85.1264581458256,79.550317953039,83.3767597625298,69.7032093279305,60.6383440588387,70.0513556072607,65.2264400037722,45.9399796417478,57.1387062836568,43.4227272175781,83.2411158446984,81.2118002005768,54.930681150014,79.6256797523123,78.3096944527234,54.4273622151745,73.4642087478093,61.7809602435224,37.6355652420101,78.0228012237609,83.7810708209116,77.5115425402088,55.6533243090878,71.7558538470249,62.1993658502159,47.6042486315833,82.0934121867821,78.1242451072681,35.9936746796573,76.0637988853278,65.2440871286832,49.4804645746703,80.571596738996,301.517621102724,301.517621102724,97.3367811484626,98.9302262889275
"04",24.883043939442,50.4307987417382,0,19.23493546671,8.47443628872742,7.71715909710302,39.6220217223768,36.4631342508032,34.956057213207,29.691799497117,28.2638080964066,46.8379324242606,10.5306492090089,23.1957568853551,26.0025315205366,19.7610905410506,13.9299410111745,26.5715802539969,19.895227938561,43.8590953947901,35.2009299667793,40.6384700467193,28.0887922751406,21.1069985833041,22.0529617060838,19.6952359174954,12.8993356388188,13.8868934402083,7.10948555346306,41.1726345653251,37.4644588678884,5.55767741953417,37.1712559579105,32.3101265930358,17.2723811047956,29.4909355874547,14.2150540749165,13.1138473354733,34.4986787337631,40.7824871430434,30.7676569117068,15.2845358907688,25.3686313706534,12.6195052126658,5.03057851902741,40.2098085014092,32.9928152248274,15.7572550484182,31.3539824923741,23.9970162428019,9.62908299667731,76.1870596223827,257.578466214808,257.578466214808,47.9677003575468,49.6267335392095
"05",5.99463823483119,66.6116591667315,19.23493546671,0,27.2700442537301,13.7344886313725,20.8276024692474,17.4215875577055,15.9371748561688,11.720157109958,9.2675530366327,65.5659986885314,24.1615602084571,6.09775520417145,7.9419085952937,7.25285987100951,6.9388152435196,7.61611053856889,3.83267907232004,25.4659044940524,16.1929643591283,21.898200160584,11.7595779160011,11.5650225158147,3.50800773751997,3.42145081164409,21.053963193893,9.91254828421028,24.6228780230947,22.6362312207598,18.5441680943632,13.6775390713717,18.7404630220334,13.0764138535342,14.8962317497614,11.0532435111735,5.11488787389323,29.5296288630386,15.8118396367437,21.955102303952,11.5804058946567,12.3144791532285,6.16842094403421,7.71276866232873,19.7411206247467,21.8012758749689,13.8588825053429,30.6564549805257,12.4036558636073,10.0355635301661,17.1460645582944,92.1450244925867,238.464995063071,238.464995063071,30.8638903141406,32.4141318496485
"06",33.0823259092419,42.3511504291489,8.47443628872742,27.2700442537301,0,14.1692301214604,47.0857916555578,44.1369755098376,42.6260293639239,38.0761338658234,36.4503372588293,40.4801342075604,8.69042956432535,30.5402407614871,33.4388776883974,26.5510310264988,21.2641370169518,34.3188729610181,28.2578851273375,51.0307918514322,42.8601123807626,48.056080917014,34.9016072908527,26.8704127240819,30.2779222059919,27.2438741418048,13.9667838018994,20.2553225577476,3.629842175109,48.4604831387977,45.0364763736108,13.7920211004805,44.460499232476,40.2655038319813,21.6876225197922,36.9439303022093,22.1623901257626,6.75680828572189,41.966022927012,48.2561675324202,38.8504188033154,20.6688758882262,33.2944076457894,21.0496846243976,8.19781039656323,47.4396524457136,40.7795104744049,10.1694643446054,39.0194840357994,30.5058503989317,13.3595092565259,72.3207055055038,265.73503187017,265.73503187017,56.4414128570901,58.0996443497721
"08",19.7225913876701,53.07909802184,7.71715909710302,13.7344886313725,14.1692301214604,0,32.9262768406648,30.041910145823,28.5333295212634,25.246147056551,22.9927310127027,54.1492046167107,10.586649050592,16.3841951964111,19.2937967236648,12.4342974472384,7.18603470038937,20.3107715415688,15.6625927608075,36.8743037563247,28.7619880427431,33.8906919523473,20.8101723844566,13.4049818986525,17.0665378815271,13.179727732643,9.01930136541073,6.26973301617382,11.1133254716354,34.2921079174815,30.9024533626135,4.61137526601338,30.2914859832676,26.3962504816877,9.85671158929285,22.7944918789299,8.73491381409113,15.7959503175877,27.8118145700312,34.0972802937962,25.1634130920609,7.60536626538131,19.4620338930365,9.72685758004609,6.13901153360212,33.2746339340285,26.759339957854,17.0890982285111,24.9366507176425,16.5279869289064,4.47471721994809,83.8998409312586,251.892754159599,251.892754159599,44.2582645851213,45.8555873659786
"09",16.6362840194949,82.669098192102,39.6220217223768,20.8276024692474,47.0857916555578,32.9262768406648,0,3.82419872300068,5.07433503995351,16.2283206622158,13.9798033115849,86.3093197580244,42.0242997962143,16.5455679541381,13.6572252000544,20.7787313512856,25.8450769247085,13.214809638103,21.989542963236,5.13322670331245,4.80830326408392,1.11181754186558,12.9993879938442,22.0909187604432,19.1210851546794,19.9345460701191,37.313342280171,27.0845161529498,43.9875379844792,2.36176494937579,2.40707286175554,34.1499014248607,3.08788149746715,9.0111074818415,28.3478954743452,10.1513935664863,25.5070410761754,47.8820337572768,5.12795887106166,1.17166117286526,11.2192684211583,27.647845795557,14.7926209418412,28.4937945716818,39.0197271941899,2.45397171387529,7.35572079430018,48.0600120914217,8.43143784280001,17.5462377314397,34.8524493568673,112.50805456659,219.556646557308,219.556646557308,24.2217017103609,24.9500565799479
"10",12.9084020121818,80.7809337799682,36.4631342508032,17.4215875577055,44.1369755098376,30.041910145823,3.82419872300068,0,1.51118448618956,12.4732793988309,10.165190744654,82.9865998359356,39.5231469032831,13.7341588744269,10.8081419702926,18.2556424705815,22.879974353292,9.89418615145783,18.3173799741393,8.95286894139527,1.2809260982586,4.92657194205058,11.2809925531976,20.180583346685,15.475039469045,16.8931025240629,35.0726326341579,24.436141061256,41.1510525123356,6.11784177838068,1.46718126882809,30.9424212790612,3.95238022424463,5.18783685777607,26.3550120624863,7.39842673019744,22.2652775534575,45.3164949775465,2.96425604030758,4.77337648205126,7.39508526302435,25.3160710122266,11.2866348182264,25.0051711235456,36.1737888882268,5.82110408827226,3.6379583739922,45.7097355640065,5.11998338278553,15.5640109877242,32.2947006239723,108.794655790693,222.01119298296,222.01119298296,22.653679105525,23.5991177240591
"11",11.5620268077357,79.3766666266133,34.956057213207,15.9371748561688,42.6260293639239,28.5333295212634,5.07433503995351,1.51118448618956,0,11.6169313581513,8.9751870464353,81.4977946204203,38.0414293272295,12.2384288110729,9.3145337629803,16.7865205104631,21.3697688442014,8.39052382405294,16.9289204764066,10.1230641864062,0.266138794053022,6.18523388738858,10.0250760333576,18.8162435610778,14.0697364661958,15.3821624812768,33.6265856526841,22.94575342534,39.6432719717747,7.23702459216493,2.67773653358578,29.437846737073,4.3081089961258,4.11290755755584,24.9600233523068,5.93840100353622,20.7616714852008,43.8268865623295,2.11527812005892,6.1196783556736,6.31067927713808,23.8646384053478,9.81970723653715,23.542972636702,34.6660578058322,6.75459154739945,2.28785502324776,44.2439214048947,3.60895022676955,14.20302757601,30.8095243412828,107.438903996981,223.501408893972,223.501408893972,23.2197470088888,24.2461099789657
